sample_uid,scene_id,height_category,gt_vehicle_voxels,gt_vehicle_instances
scene_08_40_000281,scene_08,40,4772,17
scene_08_40_000282,scene_08,40,4647,12
scene_08_40_000283,scene_08,40,4219,8
scene_08_40_000284,scene_08,40,3860,9
scene_08_40_000285,scene_08,40,3760,10
scene_08_40_000286,scene_08,40,3071,8
scene_08_40_000287,scene_08,40,3265,5
scene_08_40_000288,scene_08,40,3211,5
scene_08_40_000289,scene_08,40,3382,8
scene_08_40_000290,scene_08,40,3636,9
scene_08_40_000291,scene_08,40,4009,9
scene_08_40_000292,scene_08,40,4150,11
scene_08_40_000293,scene_08,40,4079,11
scene_08_40_000294,scene_08,40,3745,14
scene_08_40_000295,scene_08,40,3031,14
scene_08_40_000296,scene_08,40,2188,14
scene_08_40_000297,scene_08,40,2168,13
scene_08_40_000298,scene_08,40,2105,14
scene_08_40_000299,scene_08,40,1734,15
scene_08_40_000300,scene_08,40,1147,8
scene_08_40_000301,scene_08,40,2039,9
scene_08_40_000302,scene_08,40,2108,8
scene_08_40_000303,scene_08,40,2302,7
scene_08_40_000304,scene_08,40,3730,8
scene_08_40_000305,scene_08,40,3469,9
scene_08_40_000306,scene_08,40,3329,6
scene_08_40_000307,scene_08,40,3023,5
scene_08_40_000308,scene_08,40,3009,5
scene_08_40_000309,scene_08,40,3036,6
scene_08_40_000310,scene_08,40,2380,5
scene_08_40_000311,scene_08,40,1333,3
scene_08_40_000312,scene_08,40,1361,6
scene_08_40_000313,scene_08,40,1308,6
scene_08_40_000314,scene_08,40,1269,4
scene_08_40_000315,scene_08,40,1267,4
scene_08_50_000000,scene_08,50,1136,2
scene_08_50_000002,scene_08,50,2363,3
scene_08_50_000003,scene_08,50,2686,4
scene_08_50_000004,scene_08,50,3793,16
scene_08_50_000005,scene_08,50,4939,17
scene_08_50_000006,scene_08,50,4952,18
scene_08_50_000007,scene_08,50,4303,14
scene_08_50_000008,scene_08,50,3796,10
scene_08_50_000009,scene_08,50,3305,10
scene_08_50_000010,scene_08,50,2881,7
scene_08_50_000011,scene_08,50,3160,7
scene_08_50_000012,scene_08,50,2410,6
scene_08_50_000013,scene_08,50,846,3
scene_08_50_000014,scene_08,50,1252,2
scene_08_50_000015,scene_08,50,1238,2
scene_08_50_000016,scene_08,50,1743,2
scene_08_50_000017,scene_08,50,1461,5
scene_08_50_000018,scene_08,50,3358,9
scene_08_50_000019,scene_08,50,4080,11
scene_08_50_000020,scene_08,50,4044,10
scene_08_50_000021,scene_08,50,4117,11
scene_08_50_000022,scene_08,50,4766,13
scene_08_50_000023,scene_08,50,5539,18
scene_08_50_000024,scene_08,50,5961,26
scene_08_50_000025,scene_08,50,4621,19
scene_08_50_000026,scene_08,50,3504,14
scene_08_50_000027,scene_08,50,3366,16
scene_08_50_000028,scene_08,50,4278,21
scene_08_50_000029,scene_08,50,4831,24
scene_08_50_000030,scene_08,50,6421,22
scene_08_50_000031,scene_08,50,6673,26
scene_08_50_000032,scene_08,50,5476,25
scene_08_50_000033,scene_08,50,4881,18
scene_08_50_000034,scene_08,50,4057,16
scene_08_50_000035,scene_08,50,4546,16
scene_08_50_000036,scene_08,50,4154,12
scene_08_50_000037,scene_08,50,1788,9
scene_08_50_000038,scene_08,50,1090,4
scene_08_50_000040,scene_08,50,1790,12
scene_08_50_000041,scene_08,50,2858,13
scene_08_50_000042,scene_08,50,4540,17
scene_08_50_000043,scene_08,50,4694,19
scene_08_50_000044,scene_08,50,4792,20
scene_08_50_000045,scene_08,50,5589,21
scene_08_50_000046,scene_08,50,6201,27
scene_08_50_000047,scene_08,50,7617,29
scene_08_50_000048,scene_08,50,6615,24
scene_08_50_000049,scene_08,50,4424,23
scene_08_50_000050,scene_08,50,4236,18
scene_08_50_000051,scene_08,50,3672,13
scene_08_50_000052,scene_08,50,6192,30
scene_08_50_000053,scene_08,50,6603,30
scene_08_50_000054,scene_08,50,6801,33
scene_08_50_000055,scene_08,50,5840,30
scene_08_50_000056,scene_08,50,5189,26
scene_08_50_000057,scene_08,50,4855,27
scene_08_50_000058,scene_08,50,4632,22
scene_08_50_000059,scene_08,50,3756,19
scene_08_50_000060,scene_08,50,1699,12
scene_08_50_000063,scene_08,50,1924,18
scene_08_50_000064,scene_08,50,2493,21
scene_08_50_000065,scene_08,50,3585,23
scene_08_50_000066,scene_08,50,3520,22
scene_08_50_000067,scene_08,50,4059,29
scene_08_50_000068,scene_08,50,4258,29
scene_08_50_000069,scene_08,50,5252,31
scene_08_50_000070,scene_08,50,5113,25
scene_08_50_000071,scene_08,50,4285,20
scene_08_50_000072,scene_08,50,2952,16
scene_08_50_000073,scene_08,50,4969,26
scene_08_50_000074,scene_08,50,5074,31
scene_08_50_000075,scene_08,50,4510,28
scene_08_50_000076,scene_08,50,4064,27
scene_08_50_000077,scene_08,50,3450,24
scene_08_50_000078,scene_08,50,3459,21
scene_08_50_000079,scene_08,50,2518,22
scene_08_50_000080,scene_08,50,1799,12
scene_08_50_000083,scene_08,50,1678,13
scene_08_50_000084,scene_08,50,1827,16
scene_08_50_000085,scene_08,50,2647,17
scene_08_50_000086,scene_08,50,2594,18
scene_08_50_000087,scene_08,50,2844,22
scene_08_50_000088,scene_08,50,3183,20
scene_08_50_000089,scene_08,50,3784,24
scene_08_50_000090,scene_08,50,3511,22
scene_08_50_000091,scene_08,50,2812,14
scene_08_50_000092,scene_08,50,2040,10
scene_08_50_000093,scene_08,50,4281,19
scene_08_50_000094,scene_08,50,3598,16
scene_08_50_000095,scene_08,50,3229,12
scene_08_50_000096,scene_08,50,3008,10
scene_08_50_000097,scene_08,50,4600,13
scene_08_50_000098,scene_08,50,5034,17
scene_08_50_000099,scene_08,50,5976,20
scene_08_50_000100,scene_08,50,6896,25
scene_08_50_000101,scene_08,50,6651,26
scene_08_50_000102,scene_08,50,5744,21
scene_08_50_000103,scene_08,50,4627,20
scene_08_50_000104,scene_08,50,4308,21
scene_08_50_000105,scene_08,50,5054,28
scene_08_50_000106,scene_08,50,4683,26
scene_08_50_000107,scene_08,50,3576,21
scene_08_50_000108,scene_08,50,3977,24
scene_08_50_000109,scene_08,50,4382,29
scene_08_50_000110,scene_08,50,5341,32
scene_08_50_000111,scene_08,50,5208,32
scene_08_50_000112,scene_08,50,4504,28
scene_08_50_000113,scene_08,50,4732,24
scene_08_50_000114,scene_08,50,6391,26
scene_08_50_000115,scene_08,50,6654,29
scene_08_50_000116,scene_08,50,6810,23
scene_08_50_000117,scene_08,50,5593,21
scene_08_50_000118,scene_08,50,4587,14
scene_08_50_000119,scene_08,50,4320,14
scene_08_50_000120,scene_08,50,3366,9
scene_08_50_000121,scene_08,50,1410,3
scene_08_50_000122,scene_08,50,3868,12
scene_08_50_000123,scene_08,50,3973,13
scene_08_50_000124,scene_08,50,4409,17
scene_08_50_000125,scene_08,50,5393,17
scene_08_50_000126,scene_08,50,6076,22
scene_08_50_000127,scene_08,50,5328,23
scene_08_50_000128,scene_08,50,4810,22
scene_08_50_000129,scene_08,50,3933,22
scene_08_50_000130,scene_08,50,4081,24
scene_08_50_000131,scene_08,50,5053,26
scene_08_50_000132,scene_08,50,4482,28
scene_08_50_000133,scene_08,50,3639,21
scene_08_50_000134,scene_08,50,3101,23
scene_08_50_000135,scene_08,50,2721,16
scene_08_50_000136,scene_08,50,1196,11
scene_08_50_000137,scene_08,50,2689,19
scene_08_50_000138,scene_08,50,2662,23
scene_08_50_000139,scene_08,50,3265,22
scene_08_50_000140,scene_08,50,3561,25
scene_08_50_000141,scene_08,50,3285,24
scene_08_50_000142,scene_08,50,2628,14
scene_08_50_000143,scene_08,50,3095,15
scene_08_50_000144,scene_08,50,3620,13
scene_08_50_000145,scene_08,50,4633,13
scene_08_50_000146,scene_08,50,4542,13
scene_08_50_000147,scene_08,50,4402,10
scene_08_50_000148,scene_08,50,3836,9
scene_08_50_000149,scene_08,50,3832,9
scene_08_50_000150,scene_08,50,2537,9
scene_08_50_000151,scene_08,50,1539,4
scene_08_50_000152,scene_08,50,2000,5
scene_08_50_000153,scene_08,50,2615,5
scene_08_50_000154,scene_08,50,2937,5
scene_08_50_000155,scene_08,50,2980,7
scene_08_50_000156,scene_08,50,3387,7
scene_08_50_000157,scene_08,50,3967,10
scene_08_50_000158,scene_08,50,3539,9
scene_08_50_000159,scene_08,50,3364,13
scene_08_50_000160,scene_08,50,2735,16
scene_08_50_000161,scene_08,50,2654,16
scene_08_50_000162,scene_08,50,3068,19
scene_08_50_000163,scene_08,50,2724,19
scene_08_50_000164,scene_08,50,2029,15
scene_08_50_000165,scene_08,50,1942,15
scene_08_50_000166,scene_08,50,1519,12
scene_08_50_000167,scene_08,50,1736,15
scene_08_50_000168,scene_08,50,2013,17
scene_08_50_000169,scene_08,50,2475,19
scene_08_50_000170,scene_08,50,2775,21
scene_08_50_000171,scene_08,50,2284,16
scene_08_50_000172,scene_08,50,2491,14
scene_08_50_000173,scene_08,50,3150,11
scene_08_50_000174,scene_08,50,3171,10
scene_08_50_000175,scene_08,50,3280,11
scene_08_50_000176,scene_08,50,3184,6
scene_08_50_000177,scene_08,50,2618,3
scene_08_50_000178,scene_08,50,3164,6
scene_08_50_000179,scene_08,50,2310,4
scene_08_50_000180,scene_08,50,1712,4
scene_08_50_000181,scene_08,50,1248,2
scene_09_30_000027,scene_09,30,1379,15
scene_09_30_000028,scene_09,30,3106,9
scene_09_30_000029,scene_09,30,3103,9
scene_09_30_000030,scene_09,30,3098,11
scene_09_30_000031,scene_09,30,3126,10
scene_09_30_000032,scene_09,30,3173,10
scene_09_30_000033,scene_09,30,3108,13
scene_09_30_000034,scene_09,30,3094,8
scene_09_30_000035,scene_09,30,1047,13
scene_09_30_000061,scene_09,30,3106,14
scene_09_30_000062,scene_09,30,3110,13
scene_09_30_000063,scene_09,30,3098,15
scene_09_30_000064,scene_09,30,3076,16
scene_09_30_000065,scene_09,30,3066,12
scene_09_30_000088,scene_09,30,1191,11
scene_09_30_000089,scene_09,30,1252,12
scene_09_30_000090,scene_09,30,2306,17
scene_09_30_000091,scene_09,30,3707,18
scene_09_30_000092,scene_09,30,3711,17
scene_09_30_000093,scene_09,30,3758,16
scene_09_30_000094,scene_09,30,3775,15
scene_09_30_000095,scene_09,30,3961,22
scene_09_30_000096,scene_09,30,3963,20
scene_09_30_000097,scene_09,30,3844,14
scene_09_30_000098,scene_09,30,3750,15
scene_09_30_000135,scene_09,30,1198,11
scene_09_30_000136,scene_09,30,2235,16
scene_09_30_000137,scene_09,30,3217,16
scene_09_30_000138,scene_09,30,3349,11
scene_09_30_000139,scene_09,30,3464,12
scene_09_30_000140,scene_09,30,3478,12
scene_09_30_000141,scene_09,30,3514,11
scene_09_30_000142,scene_09,30,3514,10
scene_09_30_000143,scene_09,30,3335,15
scene_09_30_000144,scene_09,30,3343,12
scene_09_30_000145,scene_09,30,3324,10
scene_09_30_000146,scene_09,30,2324,12
scene_09_30_000166,scene_09,30,1771,12
scene_09_30_000167,scene_09,30,2188,15
scene_09_30_000168,scene_09,30,2845,12
scene_09_30_000169,scene_09,30,3130,12
scene_09_30_000170,scene_09,30,3144,13
scene_09_30_000171,scene_09,30,3131,17
scene_09_30_000172,scene_09,30,2589,16
scene_09_30_000173,scene_09,30,3012,18
scene_09_30_000174,scene_09,30,2930,14
scene_09_30_000175,scene_09,30,3096,15
scene_09_30_000176,scene_09,30,3360,19
scene_09_30_000177,scene_09,30,3845,16
scene_09_30_000178,scene_09,30,3844,15
scene_09_30_000179,scene_09,30,3742,15
scene_09_30_000180,scene_09,30,3311,12
scene_09_30_000181,scene_09,30,2423,9
scene_09_30_000182,scene_09,30,1976,9
scene_09_30_000183,scene_09,30,1439,7
scene_09_30_000184,scene_09,30,3267,13
scene_09_30_000185,scene_09,30,3660,12
scene_09_30_000186,scene_09,30,3694,15
scene_09_30_000187,scene_09,30,3881,14
scene_09_30_000188,scene_09,30,3839,14
scene_09_30_000189,scene_09,30,3795,16
scene_09_30_000190,scene_09,30,3462,13
scene_09_30_000191,scene_09,30,3030,15
scene_09_30_000192,scene_09,30,2953,18
scene_09_30_000193,scene_09,30,2780,10
scene_09_30_000194,scene_09,30,2855,12
scene_09_30_000195,scene_09,30,2400,12
scene_09_30_000196,scene_09,30,2934,16
scene_09_30_000197,scene_09,30,3182,15
scene_09_30_000198,scene_09,30,3147,9
scene_09_30_000199,scene_09,30,3159,12
scene_09_30_000200,scene_09,30,3105,13
scene_09_30_000201,scene_09,30,2468,8
scene_09_30_000202,scene_09,30,1914,9
scene_09_30_000203,scene_09,30,4649,14
scene_09_30_000204,scene_09,30,4668,17
scene_09_30_000205,scene_09,30,3291,19
scene_09_30_000206,scene_09,30,1205,6
scene_09_30_000237,scene_09,30,4641,17
scene_09_30_000238,scene_09,30,4688,19
scene_09_30_000239,scene_09,30,5039,19
scene_09_40_000014,scene_09,40,1019,10
scene_09_40_000015,scene_09,40,3184,13
scene_09_40_000016,scene_09,40,3216,13
scene_09_40_000017,scene_09,40,3573,11
scene_09_40_000018,scene_09,40,3551,9
scene_09_40_000019,scene_09,40,3660,10
scene_09_40_000020,scene_09,40,3695,17
scene_09_40_000021,scene_09,40,3502,9
scene_09_40_000022,scene_09,40,3474,11
scene_09_40_000023,scene_09,40,1131,7
scene_09_40_000052,scene_09,40,1138,11
scene_09_40_000053,scene_09,40,1598,17
scene_09_40_000054,scene_09,40,3514,10
scene_09_40_000055,scene_09,40,3532,12
scene_09_40_000056,scene_09,40,3997,15
scene_09_40_000057,scene_09,40,3703,14
scene_09_40_000058,scene_09,40,3805,14
scene_09_40_000059,scene_09,40,3934,16
scene_09_40_000060,scene_09,40,3790,18
scene_09_40_000061,scene_09,40,3530,13
scene_09_40_000062,scene_09,40,2162,15
scene_09_40_000063,scene_09,40,1160,10
scene_09_40_000092,scene_09,40,1175,12
scene_09_40_000093,scene_09,40,2770,15
scene_09_40_000094,scene_09,40,3810,14
scene_09_40_000095,scene_09,40,3807,16
scene_09_40_000096,scene_09,40,4255,17
scene_09_40_000097,scene_09,40,3496,10
scene_09_40_000098,scene_09,40,5062,16
scene_09_40_000099,scene_09,40,4766,16
scene_09_40_000100,scene_09,40,4142,12
scene_09_40_000101,scene_09,40,4375,12
scene_09_40_000102,scene_09,40,1405,11
scene_09_40_000132,scene_09,40,1125,10
scene_09_40_000133,scene_09,40,4420,12
scene_09_40_000134,scene_09,40,4376,14
scene_09_40_000135,scene_09,40,4904,19
scene_09_40_000136,scene_09,40,4963,16
scene_09_40_000137,scene_09,40,2684,12
scene_09_40_000138,scene_09,40,5125,16
scene_09_40_000139,scene_09,40,5011,22
scene_09_40_000140,scene_09,40,4635,14
scene_09_40_000141,scene_09,40,4665,20
scene_09_40_000142,scene_09,40,1237,13
scene_09_40_000172,scene_09,40,1239,11
scene_09_40_000173,scene_09,40,4153,15
scene_09_40_000174,scene_09,40,4339,14
scene_09_40_000175,scene_09,40,5192,21
scene_09_40_000176,scene_09,40,4617,17
scene_09_40_000177,scene_09,40,2556,12
scene_09_40_000178,scene_09,40,4401,14
scene_09_40_000179,scene_09,40,4257,18
scene_09_40_000180,scene_09,40,4021,13
scene_09_40_000181,scene_09,40,3973,15
scene_09_40_000182,scene_09,40,1239,14
scene_09_40_000212,scene_09,40,1046,8
scene_09_40_000213,scene_09,40,3301,14
scene_09_40_000214,scene_09,40,3042,10
scene_09_40_000215,scene_09,40,3486,14
scene_09_40_000216,scene_09,40,3180,14
scene_09_40_000217,scene_09,40,3291,11
scene_09_40_000218,scene_09,40,3270,13
scene_09_40_000219,scene_09,40,3214,11
scene_09_40_000220,scene_09,40,3190,10
scene_09_40_000221,scene_09,40,3165,12
scene_09_40_000222,scene_09,40,1208,22
scene_09_40_000253,scene_09,40,967,14
scene_09_40_000254,scene_09,40,3060,8
scene_09_40_000255,scene_09,40,3230,7
scene_09_40_000256,scene_09,40,2957,10
scene_09_40_000257,scene_09,40,3369,9
scene_09_40_000258,scene_09,40,2532,10
scene_09_40_000259,scene_09,40,3019,10
scene_09_40_000260,scene_09,40,3062,9
scene_09_40_000261,scene_09,40,3112,9
scene_09_40_000262,scene_09,40,2549,8
scene_09_40_000263,scene_09,40,1025,7
scene_09_40_000292,scene_09,40,1011,7
scene_09_40_000293,scene_09,40,2570,9
scene_09_40_000294,scene_09,40,3097,11
scene_09_40_000295,scene_09,40,3109,12
scene_09_40_000296,scene_09,40,3127,8
scene_09_40_000297,scene_09,40,3123,9
scene_09_40_000298,scene_09,40,3152,9
scene_09_40_000299,scene_09,40,3134,11
scene_09_40_000300,scene_09,40,3064,9
scene_09_40_000301,scene_09,40,3090,11
scene_09_40_000302,scene_09,40,3076,12
scene_09_40_000303,scene_09,40,1030,6
scene_09_40_000332,scene_09,40,812,8
scene_09_40_000333,scene_09,40,1492,18
scene_09_40_000334,scene_09,40,3182,12
scene_09_40_000335,scene_09,40,3188,11
scene_09_40_000336,scene_09,40,3203,12
scene_09_40_000337,scene_09,40,3213,12
scene_09_40_000338,scene_09,40,3366,16
scene_09_40_000339,scene_09,40,3363,12
scene_09_40_000340,scene_09,40,3290,12
scene_09_40_000341,scene_09,40,3164,14
scene_09_40_000342,scene_09,40,3135,13
scene_09_40_000343,scene_09,40,1564,17
scene_09_40_000344,scene_09,40,826,8
scene_09_40_000373,scene_09,40,1617,15
scene_09_40_000374,scene_09,40,3972,17
scene_09_40_000375,scene_09,40,3939,23
scene_09_40_000376,scene_09,40,4269,24
scene_09_40_000377,scene_09,40,4305,24
scene_09_40_000378,scene_09,40,4575,18
scene_09_40_000379,scene_09,40,4922,22
scene_09_40_000380,scene_09,40,4910,19
scene_09_40_000381,scene_09,40,4634,19
scene_09_40_000382,scene_09,40,4555,15
scene_09_40_000383,scene_09,40,3162,14
scene_09_40_000384,scene_09,40,1140,11
scene_09_40_000413,scene_09,40,1509,17
scene_09_40_000414,scene_09,40,4607,21
scene_09_40_000415,scene_09,40,4698,20
scene_09_40_000416,scene_09,40,5075,23
scene_09_40_000417,scene_09,40,5079,23
scene_09_40_000418,scene_09,40,5018,20
scene_09_40_000419,scene_09,40,4880,22
scene_09_40_000420,scene_09,40,4953,18
scene_09_40_000421,scene_09,40,4816,16
scene_09_40_000422,scene_09,40,4570,14
scene_09_40_000423,scene_09,40,2807,16
scene_09_40_000424,scene_09,40,930,7
scene_09_40_000453,scene_09,40,1888,19
scene_09_40_000454,scene_09,40,4296,18
scene_09_40_000455,scene_09,40,4296,16
scene_09_40_000456,scene_09,40,4715,20
scene_09_40_000457,scene_09,40,4663,20
scene_09_40_000458,scene_09,40,4379,20
scene_09_40_000459,scene_09,40,3968,18
scene_09_40_000460,scene_09,40,3974,14
scene_09_40_000461,scene_09,40,3596,14
scene_09_40_000462,scene_09,40,3567,14
scene_09_40_000463,scene_09,40,1637,21
scene_09_40_000464,scene_09,40,891,15
scene_09_40_000492,scene_09,40,1203,12
scene_09_40_000493,scene_09,40,2656,16
scene_09_40_000494,scene_09,40,3577,15
scene_09_40_000495,scene_09,40,3827,18
scene_09_40_000496,scene_09,40,3894,14
scene_09_40_000497,scene_09,40,3940,14
scene_09_40_000498,scene_09,40,3860,14
scene_09_40_000499,scene_09,40,3834,10
scene_09_40_000500,scene_09,40,3893,14
scene_09_40_000501,scene_09,40,3488,14
scene_09_40_000502,scene_09,40,3505,11
scene_09_40_000503,scene_09,40,1254,14
scene_09_40_000532,scene_09,40,1361,20
scene_09_40_000533,scene_09,40,3470,10
scene_09_40_000534,scene_09,40,3509,13
scene_09_40_000535,scene_09,40,3723,11
scene_09_40_000536,scene_09,40,3665,13
scene_09_40_000537,scene_09,40,3662,10
scene_09_40_000538,scene_09,40,3477,12
scene_09_40_000539,scene_09,40,3427,8
scene_09_40_000540,scene_09,40,3450,12
scene_09_40_000541,scene_09,40,3109,10
scene_09_40_000542,scene_09,40,2584,11
scene_09_40_000543,scene_09,40,1119,15
scene_09_40_000731,scene_09,40,833,13
scene_09_40_000732,scene_09,40,921,12
scene_09_40_000733,scene_09,40,1021,8
scene_09_40_000748,scene_09,40,801,14
scene_09_40_000749,scene_09,40,1281,13
scene_09_40_000750,scene_09,40,1525,17
scene_09_40_000751,scene_09,40,1955,20
scene_09_40_000752,scene_09,40,2009,19
scene_09_40_000753,scene_09,40,1835,20
scene_09_40_000754,scene_09,40,1577,19
scene_09_40_000755,scene_09,40,1115,17
scene_09_40_000756,scene_09,40,996,14
scene_09_40_000757,scene_09,40,1222,13
scene_09_40_000758,scene_09,40,1524,14
scene_09_40_000759,scene_09,40,1833,12
scene_09_40_000760,scene_09,40,2149,12
scene_09_40_000761,scene_09,40,3057,16
scene_09_40_000762,scene_09,40,3044,12
scene_09_40_000763,scene_09,40,2868,12
scene_09_40_000764,scene_09,40,2649,11
scene_09_40_000765,scene_09,40,2179,13
scene_09_40_000766,scene_09,40,2056,9
scene_09_40_000767,scene_09,40,2423,10
scene_09_40_000768,scene_09,40,2818,12
scene_09_40_000769,scene_09,40,3282,12
scene_09_40_000770,scene_09,40,3647,14
scene_09_40_000771,scene_09,40,3625,11
scene_09_40_000772,scene_09,40,3691,17
scene_09_40_000773,scene_09,40,2973,15
scene_09_40_000774,scene_09,40,2235,15
scene_09_40_000775,scene_09,40,2390,14
scene_09_40_000776,scene_09,40,2413,10
scene_09_40_000777,scene_09,40,2551,11
scene_09_40_000778,scene_09,40,2732,13
scene_09_40_000779,scene_09,40,3267,12
scene_09_40_000780,scene_09,40,3680,16
scene_09_40_000781,scene_09,40,3718,16
scene_09_40_000782,scene_09,40,3734,15
scene_09_40_000783,scene_09,40,3113,16
scene_09_40_000784,scene_09,40,2486,13
scene_09_40_000785,scene_09,40,1886,12
scene_09_40_000786,scene_09,40,1363,10
scene_09_40_000787,scene_09,40,1567,10
scene_09_40_000788,scene_09,40,2294,13
scene_09_40_000789,scene_09,40,2703,14
scene_09_40_000790,scene_09,40,3710,20
scene_09_40_000791,scene_09,40,3955,17
scene_09_40_000792,scene_09,40,4096,19
scene_09_40_000793,scene_09,40,3900,19
scene_09_40_000794,scene_09,40,3308,11
scene_09_40_000795,scene_09,40,2893,16
scene_09_40_000796,scene_09,40,2770,16
scene_09_40_000797,scene_09,40,2746,14
scene_09_40_000798,scene_09,40,2434,16
scene_09_40_000799,scene_09,40,2662,14
scene_09_40_000800,scene_09,40,3405,12
scene_09_40_000801,scene_09,40,3451,14
scene_09_40_000802,scene_09,40,3383,13
scene_09_40_000803,scene_09,40,3398,11
scene_09_40_000804,scene_09,40,2810,6
scene_09_40_000805,scene_09,40,2295,8
scene_09_40_000806,scene_09,40,2205,8
scene_09_40_000807,scene_09,40,2322,12
scene_09_40_000808,scene_09,40,2915,13
scene_09_40_000809,scene_09,40,3134,13
scene_09_40_000810,scene_09,40,3099,15
scene_09_40_000811,scene_09,40,3157,13
scene_09_40_000812,scene_09,40,2962,14
scene_09_40_000813,scene_09,40,2380,16
scene_09_40_000814,scene_09,40,2785,15
scene_09_40_000815,scene_09,40,2756,14
scene_09_40_000816,scene_09,40,2915,14
scene_09_40_000817,scene_09,40,3156,12
scene_09_40_000818,scene_09,40,3624,15
scene_09_40_000819,scene_09,40,4000,18
scene_09_40_000820,scene_09,40,3943,16
scene_09_40_000821,scene_09,40,3829,14
scene_09_40_000822,scene_09,40,3008,14
scene_09_40_000823,scene_09,40,2326,8
scene_09_40_000824,scene_09,40,1497,9
scene_09_40_000825,scene_09,40,1167,6
scene_09_40_000826,scene_09,40,1436,6
scene_09_40_000827,scene_09,40,2090,8
scene_09_40_000828,scene_09,40,2700,11
scene_09_40_000829,scene_09,40,3618,17
scene_09_40_000830,scene_09,40,3719,14
scene_09_40_000831,scene_09,40,3858,14
scene_09_40_000832,scene_09,40,3703,14
scene_09_40_000833,scene_09,40,3177,13
scene_09_40_000834,scene_09,40,2862,12
scene_09_40_000835,scene_09,40,2724,14
scene_09_40_000836,scene_09,40,2792,15
scene_09_40_000837,scene_09,40,2374,13
scene_09_40_000838,scene_09,40,2852,17
scene_09_40_000839,scene_09,40,3184,13
scene_09_40_000840,scene_09,40,3072,10
scene_09_40_000841,scene_09,40,3157,10
scene_09_40_000842,scene_09,40,3025,13
scene_09_40_000843,scene_09,40,2410,10
scene_09_40_000844,scene_09,40,2011,8
scene_09_40_000845,scene_09,40,3177,12
scene_09_40_000846,scene_09,40,3077,10
scene_09_40_000847,scene_09,40,3068,11
scene_09_40_000848,scene_09,40,3101,10
scene_09_40_000849,scene_09,40,1072,17
scene_09_40_000880,scene_09,40,995,9
scene_09_40_000881,scene_09,40,3100,9
scene_09_40_000882,scene_09,40,3102,9
scene_09_40_000883,scene_09,40,3100,10
scene_09_40_000884,scene_09,40,3117,9
scene_09_40_000885,scene_09,40,3239,15
scene_09_40_000886,scene_09,40,3173,16
scene_09_40_000887,scene_09,40,3170,14
scene_09_40_000888,scene_09,40,3169,15
scene_09_40_000889,scene_09,40,2890,15
scene_09_40_000890,scene_09,40,1007,7
scene_09_40_000920,scene_09,40,1014,6
scene_09_40_000921,scene_09,40,3028,15
scene_09_40_000922,scene_09,40,3167,13
scene_09_40_000923,scene_09,40,3309,11
scene_09_40_000924,scene_09,40,3360,14
scene_09_40_000925,scene_09,40,3509,15
scene_09_40_000926,scene_09,40,3982,18
scene_09_40_000927,scene_09,40,4000,23
scene_09_40_000928,scene_09,40,3784,18
scene_09_40_000929,scene_09,40,3747,13
scene_09_40_000930,scene_09,40,1243,11
scene_09_40_000960,scene_09,40,1277,8
scene_09_40_000961,scene_09,40,3842,17
scene_09_40_000962,scene_09,40,4465,19
scene_09_40_000963,scene_09,40,4790,19
scene_09_40_000964,scene_09,40,4938,21
scene_09_40_000965,scene_09,40,5005,23
scene_09_40_000966,scene_09,40,5030,17
scene_09_40_000967,scene_09,40,5165,22
scene_09_40_000968,scene_09,40,4684,17
scene_09_40_000969,scene_09,40,4725,18
scene_09_40_000970,scene_09,40,1219,15
scene_09_40_001000,scene_09,40,1166,10
scene_09_40_001001,scene_09,40,3563,14
scene_09_40_001002,scene_09,40,4547,16
scene_09_40_001003,scene_09,40,4854,16
scene_09_40_001004,scene_09,40,4931,21
scene_09_40_001005,scene_09,40,4918,21
scene_09_40_001006,scene_09,40,4795,18
scene_09_40_001007,scene_09,40,4821,20
scene_09_40_001008,scene_09,40,4459,17
scene_09_40_001009,scene_09,40,4486,16
scene_09_40_001010,scene_09,40,1497,11
scene_09_40_001040,scene_09,40,1230,14
scene_09_40_001041,scene_09,40,3740,16
scene_09_40_001042,scene_09,40,3707,14
scene_09_40_001043,scene_09,40,4038,16
scene_09_40_001044,scene_09,40,3979,17
scene_09_40_001045,scene_09,40,3914,15
scene_09_40_001046,scene_09,40,3940,13
scene_09_40_001047,scene_09,40,3911,16
scene_09_40_001048,scene_09,40,3548,11
scene_09_40_001049,scene_09,40,3404,15
scene_09_40_001050,scene_09,40,1234,10
scene_09_40_001080,scene_09,40,1434,17
scene_09_40_001081,scene_09,40,3453,13
scene_09_40_001082,scene_09,40,3522,13
scene_09_40_001083,scene_09,40,3855,13
scene_09_40_001084,scene_09,40,3834,12
scene_09_40_001085,scene_09,40,3787,11
scene_09_40_001086,scene_09,40,3776,13
scene_09_40_001087,scene_09,40,3571,15
scene_09_40_001088,scene_09,40,3485,10
scene_09_40_001089,scene_09,40,1583,12
scene_09_40_001090,scene_09,40,913,12
scene_09_40_001119,scene_09,40,1221,12
scene_09_40_001120,scene_09,40,3336,11
scene_09_40_001121,scene_09,40,3378,11
scene_09_40_001122,scene_09,40,3603,11
scene_09_40_001123,scene_09,40,3581,11
scene_09_40_001124,scene_09,40,1533,7
scene_09_40_001125,scene_09,40,2242,8
scene_09_40_001126,scene_09,40,3145,14
scene_09_40_001127,scene_09,40,3719,15
scene_09_40_001128,scene_09,40,3837,15
